advertiser_id,advertiser_name,cohort,flip_date,pre_days,post_days,impressions_pre,impressions_post,impressions_pct_change,vv_pre,vv_post,vv_pct_change,conversions_pre,conversions_post,conversions_pct_change,spend_pre,spend_post,spend_pct_change,order_value_pre,order_value_post,order_value_pct_change,ivr_pre,ivr_post,ivr_pct_change,vvr_pre,vvr_post,vvr_pct_change,cvr_pre,cvr_post,cvr_pct_change,roas_pre,roas_post,roas_pct_change,cpv_pre,cpv_post,cpv_pct_change,cpa_pre,cpa_post,cpa_pct_change,aov_pre,aov_post,aov_pct_change
34967,US Sports Camp,Tier1-Wave2,2026-05-06,31,0,1233101.0,0.0,-1.0,61499.0,0.0,-1.0,2022.0,0.0,-1.0,25306.347333151898,0.0,-1.0,1139360.99,0.0,-1.0,0.04987344913352596,,,0.05354667604691984,,,0.03287858339159987,,,45.02273579827978,,,0.4114920134173222,,,12.5155031321226,,,563.4821909000989,,
35513,Rollins College Professional Advancement,Tier1-Wave2,2026-05-06,31,0,75923.0,0.0,-1.0,690.0,0.0,-1.0,29.0,0.0,-1.0,6936.69568894609,0.0,-1.0,0.0,0.0,,0.009088155104513784,,,0.011270826527278666,,,0.042028985507246375,,,0.0,,,10.053182157892884,,,239.19640306710656,,,0.0,,
35573,Casper,Tier1-Wave2,2026-05-06,31,0,2712372.0,0.0,-1.0,58161.0,0.0,-1.0,536.0,0.0,-1.0,55785.04549354376,0.0,-1.0,563530.07,0.0,-1.0,0.021442855183581012,,,0.02370772497392236,,,0.009215797527552827,,,10.101812502155612,,,0.9591486648019077,,,104.07657741332791,,,1051.3620708955223,,
35805,Glacier Country Tourism,Tier1-Wave2,2026-05-06,31,0,113013.0,0.0,-1.0,363.0,0.0,-1.0,20.0,0.0,-1.0,10380.54055009295,0.0,-1.0,0.0,0.0,,0.003212019856122747,,,0.0032195407498070935,,,0.05509641873278237,,,0.0,,,28.59653044102741,,,519.0270275046475,,,0.0,,
36743,Lulus,Tier1-Wave2,2026-05-06,31,0,1769031.0,0.0,-1.0,210334.0,0.0,-1.0,34801.0,0.0,-1.0,110540.3258496789,0.0,-1.0,4743905.61,0.0,-1.0,0.11889785990183327,,,0.12740226197860133,,,0.16545589395913166,,,42.91561087354783,,,0.5255466346367155,,,3.1763548705404703,,,136.3152096204132,,
38019,All Inclusive Outlet,Tier1-Wave2,2026-05-06,31,0,237337.0,0.0,-1.0,5146.0,0.0,-1.0,51.0,0.0,-1.0,22149.60136662377,0.0,-1.0,177711.56,0.0,-1.0,0.02168224929109241,,,0.022334972504459615,,,0.009910610182666148,,,8.023239653774784,,,4.3042365656089725,,,434.3059091494857,,,3484.5403921568627,,
38363,Timex,Tier1-Wave2,2026-05-06,31,0,1901965.0,0.0,-1.0,93218.0,0.0,-1.0,1855.0,0.0,-1.0,53448.41531936077,0.0,-1.0,365499.11,0.0,-1.0,0.049011417139642424,,,0.05441454946214716,,,0.01989959020789976,,,6.8383526025252275,,,0.5733701143487392,,,28.813161897229527,,,197.03456064690027,,
38656,Inter Miami CF,Tier1-Wave2,2026-05-06,31,0,52355.0,0.0,-1.0,4935.0,0.0,-1.0,131.0,0.0,-1.0,2492.4106549642074,0.0,-1.0,37560.700000000004,0.0,-1.0,0.0942603380765925,,,0.09640366470668672,,,0.026545086119554206,,,15.0700286588766,,,0.5050477517657969,,,19.02603553407792,,,286.72290076335884,,
38667,Trading Card Market - Logical Position,Tier1-Wave2,2026-05-06,31,0,44531.0,0.0,-1.0,3515.0,0.0,-1.0,175.0,0.0,-1.0,1653.7227145604397,0.0,-1.0,78310.58,0.0,-1.0,0.07893377647032404,,,0.09016982196911395,,,0.049786628733997154,,,47.35411765860336,,,0.4704758789645632,,,9.449844083202512,,,447.4890285714286,,
39130,University of Central Oklahoma - Masters,Tier1-Wave2,2026-05-06,31,0,79578.0,0.0,-1.0,1965.0,0.0,-1.0,0.0,0.0,,1203.36604844921,0.0,-1.0,0.0,0.0,,0.02469275427882078,,,0.026978787670762682,,,0.0,,,0.0,,,0.6124000246560866,,,,,,,,
