advertiser_id,advertiser_name,cohort,flip_date,pre_days,post_days,ivr_pre,ivr_post,ivr_pct_change,cvr_pre,cvr_post,cvr_pct_change,roas_pre,roas_post,roas_pct_change,cpa_pre,cpa_post,cpa_pct_change,cpv_pre,cpv_post,cpv_pct_change,impressions_pre,impressions_post,impressions_pct_change,vv_pre,vv_post,vv_pct_change,conversions_pre,conversions_post,conversions_pct_change,spend_pre,spend_post,spend_pct_change,order_value_pre,order_value_post,order_value_pct_change,vvr_pre,vvr_post,vvr_pct_change,aov_pre,aov_post,aov_pct_change
46219,Zoological Society of Milwaukee,Tier1-Wave2,2026-05-06,31,-2,0.022120696982575436,,,0.11095100864553314,,,13.981662934283346,,,14.802628910319696,,,1.6423666082054995,,,94120.0,0.0,-1.0,2082.0,0.0,-1.0,231.0,0.0,-1.0,3419.40727828385,0.0,-1.0,47809.0,0.0,-1.0,0.026591736381633566,,,206.96536796536796,,
46408,Meyer- Circulon,Tier1-Wave2,2026-05-06,31,-2,0.0016825086654573846,,,0.008389932081502197,,,0.08797753418067833,,,1564.0410642549705,,,13.122198301779616,,,2975319.0,0.0,-1.0,5006.0,0.0,-1.0,42.0,0.0,-1.0,65689.72469870876,0.0,-1.0,5779.219999999999,0.0,-1.0,0.0017273570781095964,,,137.60047619047617,,
46538,authenTEAK,Tier1-Wave2,2026-05-05,31,-1,0.0014891918968942624,,,0.0068415051311288486,,,0.47640432099998653,,,2185.3239609424268,,,14.950905091966431,,,1766730.0,0.0,-1.0,2631.0,0.0,-1.0,18.0,0.0,-1.0,39335.83129696368,0.0,-1.0,18739.760000000002,0.0,-1.0,0.0016459314339121933,,,1041.097777777778,,
46846,Wasatch Pain Solutions,Tier1-Wave2,2026-05-06,31,-2,0.00608928204073236,,,0.02027027027027027,,,0.0,,,711.1789278802612,,,14.415789078653944,,,24305.0,0.0,-1.0,148.0,0.0,-1.0,3.0,0.0,-1.0,2133.5367836407836,0.0,-1.0,0.0,0.0,,0.00931286181726655,,,0.0,,
49659,Arcade Belt Co.,Tier1-Wave2,2026-05-06,31,-2,0.004728732011647821,,,0.03367983367983368,,,0.4872701120901561,,,137.7723443595722,,,4.640149643711164,,,508593.0,0.0,-1.0,2405.0,0.0,-1.0,81.0,0.0,-1.0,11159.559893125348,0.0,-1.0,5437.719999999998,0.0,-1.0,0.005426346094835833,,,67.13234567901233,,
49816,ADRA,Tier1-Wave2,2026-05-06,31,-2,0.0028230519838556714,,,0.022569444444444444,,,0.0,,,319.123230580634,,,7.202434023521254,,,408069.0,0.0,-1.0,1152.0,0.0,-1.0,26.0,0.0,-1.0,8297.203995096485,0.0,-1.0,0.0,0.0,,0.0028244293524897638,,,0.0,,
49894,Hartford Foundation,Tier1-Wave2,2026-05-06,31,-2,0.007272727272727273,,,0.5725806451612904,,,0.0,,,21.097337953647813,,,12.07992737668544,,,17050.0,0.0,-1.0,124.0,0.0,-1.0,71.0,0.0,-1.0,1497.9109947089946,0.0,-1.0,0.0,0.0,,0.007686109217132585,,,0.0,,
50556,Luxury Detox Options,Tier1-Wave2,2026-05-06,31,-2,0.004308971581496113,,,0.15157116451016636,,,0.0,,,117.00312425423265,,,17.734299794541734,,,251104.0,0.0,-1.0,1082.0,0.0,-1.0,164.0,0.0,-1.0,19188.512377694155,0.0,-1.0,0.0,0.0,,0.006951225779924962,,,0.0,,
52396,Boutique Living by Curate,Tier1-Wave2,2026-05-06,31,-2,0.02556800594316845,,,0.0,,,0.0,,,,,,3.1176025181055573,,,16153.0,0.0,-1.0,413.0,0.0,-1.0,0.0,0.0,,1287.5698399775952,0.0,-1.0,0.0,0.0,,0.030437025572997274,,,,,
52589,Workbar,Tier1-Wave2,2026-05-06,31,-2,0.04050197263493662,,,0.024870466321243522,,,0.0,,,88.1213801944802,,,2.1916198183083155,,,23826.0,0.0,-1.0,965.0,0.0,-1.0,24.0,0.0,-1.0,2114.9131246675247,0.0,-1.0,0.0,0.0,,0.04199121013010748,,,0.0,,
55727,FrankCrum,Tier1-Wave2,2026-05-06,31,-2,0.012120542292956086,,,0.06990881458966565,,,0.0,,,112.1761063249585,,,7.842098618462144,,,27144.0,0.0,-1.0,329.0,0.0,-1.0,23.0,0.0,-1.0,2580.0504454740453,0.0,-1.0,0.0,0.0,,0.0123032048165738,,,0.0,,
56575,Refills,Tier1-Wave2,2026-05-06,31,-2,0.0253246183936357,,,0.01643640599217006,,,7.952964293562281,,,63.55501782030182,,,1.0446160757340837,,,1220433.0,0.0,-1.0,30907.0,0.0,-1.0,508.0,0.0,-1.0,32285.949052713324,0.0,-1.0,256769.0,0.0,-1.0,0.026467318979706132,,,505.4507874015748,,
56606,Greensboro Groove,Tier1-Wave2,2026-05-06,31,-2,0.012631988080585606,,,0.01282051282051282,,,0.3982395313192704,,,141.2516728654507,,,1.8109188828903935,,,30874.0,0.0,-1.0,390.0,0.0,-1.0,5.0,0.0,-1.0,706.2583643272535,0.0,-1.0,281.26,0.0,-1.0,0.012715594535554759,,,56.251999999999995,,
57847,Income Protection USA,Tier1-Wave2,2026-05-06,31,-2,0.0007900936620122967,,,0.0,,,0.0,,,,,,28.60319165501165,,,69612.0,0.0,-1.0,55.0,0.0,-1.0,0.0,0.0,,1573.1755410256408,0.0,-1.0,0.0,0.0,,0.0008272667107875579,,,,,
58209,Aloha,Tier1-Wave2,2026-05-06,31,-2,0.011393453942825576,,,0.0,,,0.0,,,,,,8.229935373988708,,,28964.0,0.0,-1.0,330.0,0.0,-1.0,0.0,0.0,,2715.8786734162736,0.0,-1.0,0.0,0.0,,0.012003491924923615,,,,,
58851,Lymow,Tier1-Wave2,2026-05-06,31,-2,0.07256174825038501,,,0.0012626941056364516,,,10.398938959055084,,,239.46306621429682,,,0.3023686022264239,,,1025940.0,0.0,-1.0,74444.0,0.0,-1.0,94.0,0.0,-1.0,22509.5282241439,0.0,-1.0,234075.21,0.0,-1.0,0.08248816318570695,,,2490.1618085106384,,
60423,Catholic Gifts & More,Tier1-Wave2,2026-05-06,31,-2,0.014939328675736724,,,0.007032348804500703,,,0.3791952124939272,,,216.24481875892153,,,1.520708992678773,,,95185.0,0.0,-1.0,1422.0,0.0,-1.0,10.0,0.0,-1.0,2162.448187589215,0.0,-1.0,819.9900000000001,0.0,-1.0,0.015243771707902748,,,81.99900000000001,,
61088,Portland Sea Dogs DBH,Tier1-Wave2,2026-05-06,31,-2,0.016697772306714848,,,0.045778834720570746,,,2.3272900569045456,,,27.84019447854551,,,1.2744916616218813,,,100732.0,0.0,-1.0,1682.0,0.0,-1.0,77.0,0.0,-1.0,2143.694974848004,0.0,-1.0,4989.0,0.0,-1.0,0.05045596352291817,,,64.79220779220779,,
61830,RITMO,Tier1-Wave2,2026-05-06,31,-2,7.492095838889972e-05,,,0.0,,,0.0,,,,,,306.3415590298705,,,66737.0,0.0,-1.0,5.0,0.0,-1.0,0.0,0.0,,1531.7077951493525,0.0,-1.0,0.0,0.0,,7.509537112132409e-05,,,,,
