top_pct,n,rate,lift_x
0.01,842,0.060570071258907364,18.83572762093417
0.05,4213,0.0253975789223831,7.8979910188373195
0.1,8427,0.01673193307226771,5.2031989953221
0.25,21068,0.009493070058857035,2.952099579852833
0.5,42137,0.0057906353086361155,1.8007380073800738
