n_total_expressions,n_with_ds2_anywhere,n_with_ds2_in_include,n_with_ds2_in_exclude,n_ds2_include_only,n_ds2_exclude_only,n_ds2_both,n_ds2_neither_subtree,n_advertisers_ds2_include_only,n_advertisers_ds2_exclude_only
3549,1153,0,0,0,0,0,1153,0,0
