advertiser_id,vvs_base,vvs_post,convs_base,convs_post,spend_base,spend_post,ov_base,ov_post,conv_rate_base,conv_rate_post,delta_conv_rate_rel,roas_base,roas_post,delta_roas_rel,aov_base,aov_post,delta_aov_rel,pp_share_base,pp_share_post,delta_pp_share,is_pp_new_adopter,is_pp_continuing,is_non_adopter
36795,97044,30466,19,6,568.491612,132.990302,0,0,1.957874778451012E-4,1.9694085209742007E-4,0.005890950049580734,0,0,,0,0,,0.0,0.0,0.0,false,false,true
41091,30245,11045,0,0,225.097565,51.15999,0,0,0.0,0.0,,0,0,,,,,0.0,0.0,0.0,false,false,true
46533,596627,768563,24,21,5625.32048,6839.201925,0,0,4.022613793877917E-5,2.7323719721089877E-5,-0.3207471280818879,0,0,,0,0,,0.0,0.0,0.0,false,false,true
39700,59280,16401,15,3,576.465229,149.360338,0,0,2.5303643724696357E-4,1.8291567587342235E-4,-0.27711724894823486,0,0,,0,0,,0.0,0.0,0.0,false,false,true
35015,1103875,305289,51,21,7115.837014,1494.133681,0,0,4.620088325217982E-5,6.87872802492065E-5,0.48887370559005516,0,0,,0,0,,0.0,0.0,0.0,false,false,true
32736,1446993,416109,359,222,7863.642411,1771.648605,86040.11,43724.06,2.48100716451289E-4,5.335140552114951E-4,1.1503930453834177,10.941508464,24.679871548,1.255618741,239.666044568,196.955225225,-0.178209723,0.0,0.0,0.0,false,false,true
41048,332066,52115,48,25,3278.399809,470.230956,0,0,1.445495774936308E-4,4.797083373309028E-4,2.3186422655025742,0,0,,0,0,,0.0,0.0,0.0,false,false,true
34083,712946,239324,105,60,4162.886298,1088.255545,4536.08,2423.68,1.472762312994252E-4,2.5070615567180895E-4,0.7022852463008904,1.089647825,2.227123961,1.043893366,43.200761905,40.394666667,-0.064954763,0.0,0.0,0.0,false,false,true
39825,36443,11021,0,0,270.647554,51.90755,0,0,0.0,0.0,,0,0,,,,,0.0,0.0,0.0,false,false,true
33012,6518711,7823699,140,1983,44254.869532,55703.73844,17566.58,471209.72,2.147663855630354E-5,2.5346067122469817E-4,10.801691896998738,0.396941177,8.459211773,20.310995843,125.475571429,237.624669692,0.893792289,0.0,0.0,0.0,false,false,true
45571,68790,10873,0,0,551.325588,57.697129,0,0,0.0,0.0,,0,0,,,,,0.0,0.0,0.0,false,false,true
37248,196174,29099,15,4,1853.907099,267.391557,0,0,7.646273206439181E-5,1.3746176844565104E-4,0.7977616642038099,0,0,,0,0,,0.0,0.0,0.0,false,false,true
35445,575370,46052,1,0,4663.223647,277.661959,0,0,1.7380120618037088E-6,0.0,-1.0,0,0,,0,,,0.0,0.0,0.0,false,false,true
34577,2253110,434610,745,332,14530.611361,2253.243341,0,0,3.306540737025711E-4,7.639032695980304E-4,1.3102793231731789,0,0,,0,0,,0.0,0.0,0.0,false,false,true
33721,712704,47256,30,3,6845.547846,432.605526,0,0,4.2093211206896555E-5,6.348400203148806E-5,0.5081767394616554,0,0,,0,0,,0.0,0.0,0.0,false,false,true
43718,185137,25177,0,0,1727.369055,232.626281,0,0,0.0,0.0,,0,0,,,,,0.0,0.0,0.0,false,false,true
42797,30930,5456,78,73,288.058919,47.016337,5149.25,5210.5,0.002521823472356935,0.013379765395894428,4.305591585833521,17.875683273,110.823180462,5.199661225,66.016025641,71.376712329,0.081202808,0.0,0.0,0.0,false,false,true
44113,59009,9937,0,2,567.039199,93.23198,0,0,0.0,2.0126798832645668E-4,,0,0,,,0,,0.0,0.0,0.0,false,false,true
39832,37348,11841,0,0,272.624728,65.088468,0,0,0.0,0.0,,0,0,,,,,0.0,0.0,0.0,false,false,true
40281,2051480,384984,2560,2531,18618.342749,3518.902,735960,615124,0.0012478795796205665,0.006574299191654718,4.268376291287431,39.528759886,174.805663812,3.422240018,287.484375,243.035954168,-0.154611606,0.0,0.0,0.0,false,false,true
37162,3048046,992874,2194,2101,26788.080259,8757.894016,365878.23,679185.8,7.198054097608763E-4,0.002116079180238379,1.9397933824106062,13.658247492,77.551269604,4.677980989,166.763094804,323.267872442,0.938485687,0.0,0.0,0.0,false,false,true
44643,487945,86142,3,1,4666.018959,776.351341,0,0,6.148233919806535E-6,1.1608739058763437E-5,0.8881420600094418,0,0,,0,0,,0.0,0.0,0.0,false,false,true
36991,742423,244067,190,106,5673.366195,1508.583832,29375.2,15272.9,2.5591879561920897E-4,4.3430697308525937E-4,0.6970499256783029,5.177737342,10.1239982,0.955293892,154.606315789,144.083962264,-0.068059015,0.0,0.0,0.0,false,false,true
35093,1812045,961558,982,904,11972.515519,5187.53191,59579.62,64216.29,5.41929146351222E-4,9.401408963369864E-4,0.7348040840152286,4.97636607,12.378967708,1.487551666,60.671710794,71.035719027,0.170821098,0.0,0.0,0.0,false,false,true
35237,6446469,3576742,0,0,44906.41067,22071.236631,0,0,0.0,0.0,,0,0,,,,,0.0,0.0,0.0,false,false,true
38219,2657656,492073,1399,672,24418.438045,4501.827332,239154.85,101412.25,5.264037181636751E-4,0.0013656510314526502,1.5943035437071655,9.794027348,22.526907969,1.300065863,170.946997856,150.91108631,-0.117205402,0.0,0.0,0.0,false,false,true
31921,1201336,1308035,6472,6739,7281.168873,6905.923104,371078.57,367453.58,0.005387335433217684,0.005152002813380376,-0.04368256306935603,50.964148267,53.208466771,0.044037202,57.335996601,54.526425286,-0.049001875,0.0,0.0,0.0,false,false,true
37954,3961820,715647,399,83,32786.299204,6481.790165,0,0,1.0071128925594803E-4,1.1597896728414987E-4,0.15159847660574077,0,0,,0,0,,0.0,0.0,0.0,false,false,true
